VendorID	trip_distance	fare_amount	total_amount
2	1.24	6	9
2	1.42	6.5	9.8
2	14.64	44.5	48.25
2	21.57	57.5	58.8
2	1.12	7	8.3
2	1.68	8.5	9.8
2	33.6	89.5	97.35
2	34.03	111.11	144.83
2	24.36	90.5	98.35
2	21.53	70	77.85
2	6.32	19.5	28.26
1	0	2.5	3.3
1	0	2.5	3.3
2	1.29	6	6.8
1	16.7	0	0
1	0	30.2	31
2	17.53	53	60.35
2	1.27	6.5	8.76
2	1.59	8	10.56
2	0.86	5	5.8
2	15.9	48	55.35
2	3.3	11.5	16.05
2	1.98	9	10.8
2	19.26	61	68.35
2	3.02	11	11.8
2	4.12	16	16.8
1	1.1	5.5	7.3
2	5.95	20	28.26
2	9.47	29	36.35
1	0	35.2	36
1	7.8	27.5	38.8
2	7.76	25	30.96
2	1.86	8.5	9.3
2	1.06	7	7.8
2	1.08	6	6.8
2	0.55	4.5	5.3
2	11.91	35.5	36.3
2	16.36	49	49.8
1	1.4	6.5	7.3
2	6.53	25.5	26.3
2	1.38	6.5	7.3
2	0.76	6	6.8
2	1.9	9.5	11.3
2	3.75	12.5	17.29
1	1.3	6.5	9.1
1	0	45.2	52.55
1	1.2	5.5	9.05
2	5.48	17.5	21.96
2	0	12	14.3
2	2.57	10	10.8
2	2.19	9.5	10.3
2	1.53	8	10.56
2	1.66	6.5	12.56
2	4.23	19	20.8
2	16.37	50.5	51.3
2	0	8	8.3
1	12.7	0	0
1	2.9	12	20.2
2	1.73	9.5	12.36
2	3.26	12.5	13.3
2	0.35	3.5	4.3
2	4.96	17.5	24.85
2	1.37	8.5	10.3
2	1.56	7.5	9.96
2	4.21	18	25.86
2	1.62	8.5	11.62
2	3.69	12.5	18.46
2	2	8	13.55
2	4.83	16.5	20.76
1	1.7	9	11.75
2	1.09	7	9.36
2	1.43	6	6.8
2	13.12	44.5	45.3
1	9	25.5	35
2	0.11	3	3.8
2	0.22	17	17.31
1	8.5	30	38.55
1	4	15.5	22.85
2	1.72	7	12.66
2	9.5	29.5	33.05
1	4	17	24.65
1	3.3	15.5	22.85
1	3.9	14.5	23.45
1	0	15.2	16
2	1.17	7	7.8
2	6.66	20.5	26.05
2	21.7	63.5	70.85
2	1.42	7	9.36
2	1.42	7	9.36
2	1.45	7.5	10.38
2	2.94	12	15.55
2	2.28	12	15.36
2	25.86	73.5	74.3
1	1.9	11	11.8
1	1.1	5.5	10.6
1	1.4	7	9.35
2	1.8	8	8.8
2	2.27	9	16.31
2	1.73	9	10.29
2	3.54	17	25.69
2	1.48	7.5	9
2	4.52	17	24.66
2	0	6	8.84
2	4.7	17.5	21.05
1	0	10.2	11
1	0	28.2	35.55
2	3.41	13	19.86
2	13.5	59.5	60.3
2	1.68	8	10.56
2	0.84	6	6.8
2	0.74	5.5	9.3
2	1.34	7	9.36
2	1.41	7.5	8.3
2	3.46	12.5	19.26
2	2.07	10	13.1
2	2.5	10.5	13.3
2	3.3	11	14.16
2	9.02	30	40.26
2	0.01	2.5	16
1	0	16.2	17
1	8.8	0	0
2	0.76	5.5	7.56
2	1.98	9.5	12
2	1.8	9	9.8
1	3.5	13	19.85
1	1.4	8	10.55
1	4.1	17.5	21.05
2	7.33	26	36.94
2	7.74	27	30.55
2	1.65	9.5	11.3
2	7.38	27.5	38.81
2	1.45	9	12.25
1	0.7	5	5.8
2	1.64	7.5	8.3
2	1.09	6.5	8.76
2	1.05	8.5	9.3
2	0.81	4.5	10.06
2	1.01	5	5.8
2	6.58	22	25.55
2	0	0.12	0.42
2	3.18	14.5	21.66
2	1.4	7.5	10.38
2	1.18	6	8.16
2	0.56	4	4.8
2	1.75	9.5	10.3
2	1.94	9.5	10.3
1	1.1	6	6.8
1	1.8	9.5	11.8
1	5.2	21.5	25.05
1	0	18.2	19
2	0.95	5.5	6.3
2	8.37	26	29.55
2	1.67	7.5	9.96
2	4.77	17.5	20.3
2	1.06	6.5	8.3
2	5.3	21.5	25.64
2	0.11	15	17.3
2	2.17	12	12.8
2	4.3	17.5	18.3
2	2.12	9	13.55
2	1.69	8.5	9.3
1	0.7	5	6.95
2	1.34	7	7.8
2	3.03	12	18.66
2	3.07	12	16
2	4.48	20	29.3
2	0.48	5	6.96
2	4.86	15.5	20.05
1	0	24.2	25
1	2.5	10.5	11.3
2	0.71	5	5.8
1	3	14	21.05
2	2.3	12.5	19.26
2	5.58	20.5	24.05
2	1.37	7	8.88
2	25.42	73	80.35
2	7.55	25	37.23
2	1.29	7.5	8.3
2	0.04	-2.5	-3.3
2	0.04	2.5	3.3
2	1.62	7.5	9.96
2	3.12	13	16.55
2	1.71	9	11.76
1	0	24.2	31.55
2	14.29	45.5	46.3
2	2.63	12	18.66
2	0.46	4.5	8.05
2	2.22	11.5	18.81
2	3.74	17.5	21.05
2	2.62	11.5	16.55
2	3.02	13	20.69
2	27.87	84.5	91.85
2	2.41	10.5	14.05
2	1.66	9	11.76
1	1.5	7.5	8.3
1	2.7	11.5	18.8
2	3.99	16	16.8
2	0.8	5.5	7.3
2	1.56	8	8.8
2	1.88	9	9.8
2	1.37	7.5	10.38
2	1.33	7	7.8
2	2.36	11	11.8
2	11.68	37	48.66
2	2.79	11.5	15.05
2	0	2.5	3.3
2	1.76	8.5	9.3
2	1	6	6.8
2	1.25	7.5	8.3
2	0.37	113	113.3
2	5.24	19	22.55
2	9.2	29.5	30.3
2	1.43	7.5	10.79
2	0.29	3.5	4.3
2	2.83	12.5	18.94
2	3.45	16.5	20.76
2	1.77	9.5	13.3
2	2.03	11.5	15.05
2	1.13	6	6.8
2	1.52	7.5	12.15
2	4.09	17	20.55
2	2.18	11.5	14.76
2	2.94	13	13.8
2	0.8	6.5	12.3
2	1.12	7	7.8
2	6.73	21	21.8
2	1.71	9	9.8
2	6.42	29	32.55
2	2.25	9.5	10.3
2	1.69	8.5	9.3
2	3.33	13.5	17.16
1	4.7	0	0
1	23.7	0	13.1
2	7.15	24.5	25.3
2	0.97	6	6.8
2	2.52	11	18.91
2	1.57	8	8.8
1	3.8	17	17.8
1	0.5	4	4.8
2	0	25	25.3
2	2.51	12	18.66
2	1.74	7	7.8
2	4.4	16.5	24.06
2	0.55	4	4.8
2	1.92	10	11.88
2	2.11	10	10.8
2	2.73	13.5	21.31
2	4.16	16	23.46
2	2.72	13	13.8
2	1.4	9	9.8
2	0.61	4	5.76
2	1.65	10	12
2	3.47	15.5	16.3
2	4.07	17	20.55
2	1.2	7.5	13.26
2	1.83	9.5	16.31
2	1.89	10.5	11.3
2	1.78	11	18.19
2	2.83	12.5	16.05
2	0.91	5.5	6.3
1	3.7	13.5	14.3
2	6.83	27.5	36.05
2	6.72	21.5	30.06
2	2.09	10.5	14.12
2	9.72	30	40.26
2	3.97	17.5	23.85
2	1.95	10	17.61
2	0.61	4.5	5.3
2	1.83	10	10.8
2	0.89	6	10.98
2	7.03	24.5	33.66
2	1.03	5	7
2	1.21	7	10.55
2	4.32	16	18.88
2	1.41	7	7.8
2	1.96	11	14.55
2	1.05	6	6.8
2	13.21	40.5	45.43
1	0	36.2	37
2	10.44	34.5	35.3
2	0.76	5	5.8
2	3.26	13.5	21.31
1	1.6	7.5	8.3
1	2.8	12	19.4
1	5.1	23	31.05
2	7.75	27	38.19
2	5.73	24.5	28.05
1	1.2	6.5	9.1
2	6.15	24	32.55
2	1.5	6.5	9.12
2	1.19	7	9.36
1	0	18.2	19
1	3.8	15	22.26
1	0	16.2	17
1	5.5	24.5	28
1	5.9	27.5	31.3
2	3.52	14	14.8
2	0.72	5.5	6.3
2	2.98	13.5	14.3
1	8.5	27.5	31.05
2	1.94	9	9.8
2	1.55	10	12.96
2	1.81	9.5	13.05
1	1.1	8.5	9.3
2	3.08	13	18.21
2	3.7	14.5	22.56
2	2.31	12	12.8
2	0.83	8.5	9.3
2	0.98	6.5	13.07
2	0	2.5	3.3
2	0	2.5	3.3
2	0	2.5	3.3
2	2.33	11	17.46
2	2.48	11	14.16
2	0.66	7	7.8
1	2.2	9	9.8
1	1	6	6.8
2	1.16	7	13.19
2	0.27	4	4.8
2	1.34	10	10.8
2	25.78	84	87.25
2	4.03	18	25.86
1	1.1	7	7.8
1	1.2	7.5	8.3
1	3.3	13.5	17.05
2	0	11	11.3
2	2.72	11.5	18.06
2	3.1	15	15.8
2	2.75	12.5	19.26
2	2.95	12	18.66
2	1.13	7.5	10.3
2	3.86	14	17.55
2	1.52	9	9.8
1	0	18.2	19
2	4.71	15	15.8
2	4.49	19.5	20.3
2	9.27	34	39.05
2	1.23	7	10.14
2	0.47	4.5	6.36
2	5.34	19	28.19
2	0.9	6	8.5
2	4.93	24.5	25.3
2	1.37	9	10.8
2	1.03	6.5	8.76
2	2.73	12.5	18.05
2	2.71	11.5	13.3
2	1.31	7.5	8.3
2	0.94	5	6.96
2	0.02	2.5	3.3
2	3.85	16	16.8
2	1.41	7	7.8
2	1.6	10	13.5
1	1.1	6.5	7.3
1	0	30.2	31
2	3.28	14.5	18.05
2	0.08	16.3	16.6
2	3.64	19.3	22.5
2	0.6	4.5	5.3
2	1.22	8	10.56
1	9	0	0
2	5.94	20	29.44
2	6.6	24	27.4
2	2.91	14	14.8
2	0.79	5	5.8
1	2.2	11	14.55
2	3.89	16	23.46
2	0.68	6.5	7.3
2	0.91	5.5	7.56
2	2.84	12	15.55
2	2.5	12	12.8
2	8.57	30	33.55
2	2.44	12.5	15.96
2	0.82	5.5	6.3
2	1.1	7	7.8
2	3.32	14.5	26.93
2	1.92	8.5	14.05
2	0	2.5	3.3
2	2.47	13.5	21.31
2	2.5	12.5	16.05
2	0.98	6.5	9.49
2	4.11	15	22.26
2	1.69	9.5	10.3
2	1.56	10.5	13.56
2	0.9	5.5	6.3
2	0.77	5	6.96
2	4.57	19	27.06
2	0.93	5.5	6.3
2	1.44	10	10.3
2	1.81	9	9.8
1	0.7	4.5	6.35
1	2	12	12.8
1	2.2	10.5	16.85
2	1.46	8	11.55
2	3.02	20	28.26
2	2.6	13.5	18.75
1	0.6	6	8.6
1	2.7	12	12.8
1	0	24.2	25
2	5	21	28.23
2	0.64	5.5	6.3
2	0.65	5.5	6.3
2	1.03	6	9.63
2	3	10	10.8
1	0	20.2	21
2	1.78	10.5	11.3
2	5.3	21	21.8
2	1.5	8	10.56
2	0.63	5	5.8
2	0.15	3	3.8
1	2.6	11	11.8
2	2.65	11	11.8
1	3	13	13.8
1	1.4	9	9.8
2	1.05	6	11.46
2	0.04	2.5	3.3
2	2.05	10	10.8
2	2.89	10.5	11.3
1	1.4	8	8.8
1	3.1	15.5	22.05
2	3.09	14.5	21.66
2	1.33	8	10.56
1	0	7.2	8
1	0	7.2	8
2	9.06	28.5	35.85
2	1.05	5.5	6.3
1	24.8	0	13.1
2	3.48	15	18.55
2	0.94	6.5	8.76
2	18.04	57.5	64.85
2	3.88	17.5	21.05
2	3.57	12.5	13.3
2	1.47	9.5	10.3
2	2.22	9	11.76
2	5.87	23	31.86
1	4.9	19	19.8
2	0.61	5.5	6.3
2	0.14	3	3.8
2	1.88	9	12.55
2	2.93	12	18.66
2	1.81	12	15.36
2	1.42	7	9.36
2	3.04	13	20.69
2	0.93	6	9.55
1	7.1	31	34.55
2	0.63	4.5	5.56
2	8.35	24.5	30.05
2	1.94	8.5	11.62
2	0.5	5	5.8
2	5.83	24.5	25.3
2	3.12	13	13.8
2	1.92	9	9.8
2	0.7	5	7.54
2	1.37	7	9.36
2	3.35	12.5	20.06
1	4.2	14.5	18.3
1	0	32.2	33
2	2.37	10.5	15.05
2	2.04	10.5	14.05
2	0.96	8	10.56
2	1.53	10.5	14.12
2	1.8	7.5	10.79
2	2.24	12.5	18.46
2	2.44	11	11.8
2	1.8	8.5	9.3
2	0.84	6	6.8
2	0	0	0
2	0	-1	-1.8
2	0	1	1.8
2	2.33	9.5	10.3
2	1.42	8	8.8
2	8.23	30.5	42.56
2	1.21	6	6.8
2	2.85	13.5	20.46
2	1.36	7	7.8
2	1.61	8	11.55
2	0.96	6	6.8
1	2.8	14	21.05
1	1	9	13.55
2	0.18	3	35
2	1.79	9.5	12.88
2	5.22	20.5	24.05
2	2.5	10.5	11.3
2	0.33	3.5	4.3
2	1.31	7.5	9.96
2	2.88	10	12.96
2	0.64	4.5	5.3
2	4.7	19.5	20.3
2	1.05	6.5	7.3
2	0.96	6	6.8
2	11.2	43.5	47.05
2	4	19.5	27.66
2	1.97	10.5	14.05
2	1.68	8	8.8
2	0.5	4	5.8
2	0.98	7	7.8
2	2.99	14	14.88
1	0	22.2	23
2	0	19.2	20
1	2.1	12	15.55
1	1.4	7.5	11.05
2	0.6	5	5.8
2	0.15	2.5	3.3
2	2.16	8.5	9.3
2	0.07	2.5	3.3
2	0	2.5	3.3
2	11.04	37.5	51.6
2	3.57	14.5	17.5
2	2.08	10.5	11.3
1	1.7	7.5	8.3
2	1.06	7.5	8.3
2	0.17	3	6.55
2	5.59	21	29.46
2	2.84	14	21.06
2	1.48	7	7.8
2	17.34	60.5	61.3
2	1.67	7	11.8
2	0.51	4.5	5.3
2	1.63	8.5	11.16
2	2.26	13	19.86
2	1.29	9	9.8
2	3.49	13.5	14.3
2	3.04	16.5	17.3
2	3.36	16	16.8
2	0.46	4.5	6.36
2	1.38	7	10.55
2	0.58	5.5	6.3
2	2.01	11.5	17.05
2	1.51	7	9.75
2	2.24	11	11.8
2	11.35	32.5	47.82
1	0	13.2	14
2	13.75	44	51.35
2	1.11	7.5	8.3
1	2	9.5	10.3
1	0.9	7	7.8
2	0.8	5	5.8
2	2.21	13	13.8
2	2.62	13.5	14.3
1	3.5	15.5	16.3
2	9.86	29.5	30.3
2	3.71	17	17.8
2	4.23	16	16.8
1	1.3	10	10.8
1	1.8	13	13.8
2	1.42	7	7.8
1	6.7	24	24.8
2	1.23	6	6.8
2	5.17	25.5	29.05
2	3.31	30.5	31.3
2	6.75	26	26.8
1	7.5	29.5	30.3
2	0.75	5.5	6.3
1	5.1	21	21.8
1	0	24.2	25
2	1.76	9	9.8
2	3.44	16.5	17.3
2	1.73	9.5	10.3
2	2.33	12	18.66
2	11.15	36	49.44
2	4.34	19	23.76
2	1.79	9.5	10.3
2	1.16	7	7.8
2	4.35	16.5	17.3
2	2.65	11	18.19
2	5.36	25.5	26.3
1	1.1	7	7.8
1	5	19.5	27.05
2	0.01	2.5	3.3
2	4.86	16.5	19.3
2	6.46	23	31.86
2	1.9	11.5	12.3
2	2.29	10.5	14.69
2	1.35	6	6.8
2	2.65	15	22.26
2	0	47	47.3
2	9.77	29.5	30.3
2	10.38	34	45.06
2	7.14	26	35.46
2	9.36	28.5	32.05
2	1.69	10	14.91
2	4.49	15.5	19.05
2	7.49	38.5	39.3
2	2.31	13	20.69
2	1.28	6.5	7.3
2	1.4	7	12.66
2	1.74	9.5	12.3
2	0.66	4.5	6.62
2	1.65	8	10.56
2	8.12	30.5	40.86
2	8.4	30	30.8
2	2.61	12	20.21
2	1.83	12	12.8
2	2.3	11	11.8
2	1.11	7.5	9.3
2	1.84	9	12.55
2	1.61	8.5	10.6
2	9.92	34	37.55
1	1.3	8	8.8
1	2.3	13	13.8
1	6.6	21	24.55
2	1.28	7.5	12.3
2	20.58	61	68.35
2	1.88	11	11.8
2	1.69	10.5	13.56
2	0.22	3	3.8
1	6.5	42.5	51.95
2	0.87	7	9.36
2	0.58	4	4.8
2	10.63	33	40.35
2	2	11	16.73
2	1.51	8	10.8
2	0.64	5	5.8
2	1.25	6.5	7.3
2	1.89	9	11.76
1	0	7.2	8
1	0	30.2	31
2	0.32	3.5	5.16
2	2.75	10.5	11.3
2	1.8	9.5	12.36
2	2.36	12	16
1	0.8	6	6.8
1	3.8	14.5	30
1	2.1	10.5	11.3
1	1.6	9	9.8
1	1.2	8.5	10.3
2	8.05	27	36.66
2	1.17	6.5	9.12
2	1.64	8	8.8
2	1.1	7	8.8
2	0.95	5.5	6.3
2	1.98	9.5	10.3
2	4.66	20.5	28.86
2	2.34	12.5	15.96
2	1.03	5.5	8.19
2	12.49	36.5	46.6
2	2.35	11	15.34
2	1.71	11	14.16
1	1	6.5	8.3
2	0.84	6	6.8
2	1.08	7.5	8.3
2	2.37	11.5	19.57
1	37.6	0	0
2	2.23	12	12.8
2	2.81	12.5	13.3
1	1.7	9.5	10.3
1	9.8	41	41.8
2	6.18	23	26.55
2	3.63	13	18.55
2	2.37	11	18.91
2	4.32	22	30.66
2	5.23	19.5	20.3
2	3.46	21	21.8
2	11.02	36.5	37.3
2	0	3	3.8
2	3.24	13.5	21.31
2	1.45	8.5	9.3
1	2	10.5	11.3
2	8.7	33	36.55
2	0.53	4	4.8
2	2.55	12.5	20.06
2	0.49	4	4.8
1	1.4	6.5	8.3
1	0.7	5	5.8
2	1.7	9.5	15.66
2	1.34	7	9.36
2	1.78	8.5	11.16
2	2.43	10.5	13.56
2	0.93	7	9.36
2	3.54	16.5	17.3
2	1.9	12	12.8
2	1.98	9.5	10.3
2	2.32	12.5	18.05
2	4.67	18.5	27.56
2	1.08	6.5	9.12
2	1.27	6	8.16
2	3.13	20	20.8
2	1.6	7	7.8
2	1.04	6	6.8
2	4.74	16.5	20.05
2	4.41	26	26.8
2	0.67	5	5.8
2	9.06	31.5	49.92
2	1.16	6	7.8
2	3.32	14.5	15.3
2	1.21	7	9.36
2	3.17	13.5	20.46
2	0.33	4.5	5.3
2	0.22	3.5	4.3
2	1.85	9.5	10.3
1	0	10.2	11
1	0	10.2	11
2	1.48	7	7.8
2	2.37	11.5	12.3
2	0.45	4	5.76
2	2.07	9.5	10.3
2	3.1	13	13.8
2	1.34	8	8.8
2	0.73	5	7.54
2	2.99	13.5	14.3
2	2.11	10	13.55
2	2.6	11.5	14
2	0.46	4.5	6.89
2	3.24	14.5	22.56
2	1.56	9	9.8
2	20.2	54.5	66.36
2	0.56	5.5	7.56
2	3.1	12	16
2	0.96	5.5	6.3
2	0.84	6	8.16
2	5.41	21	29.46
2	1.12	6.5	7.3
2	3.01	11.5	12.3
2	1.86	11	14.16
2	1.91	10.5	13.56
2	1	6	6.8
2	3.57	19	19.8
2	2.26	20	20.3
2	2.19	11.5	14.76
2	4.67	19	22.55
1	5.5	20	24.05
2	1.25	8	8.8
2	1.29	8.5	15.06
2	4.69	20.5	21.3
2	1.14	7	7.8
2	2.19	11	17.46
2	1.18	6.5	8.76
2	7.89	26.5	27.3
2	1.17	8.5	9.3
2	1.11	6.5	7.3
2	0.92	5	7.25
2	0.7	5.5	6.3
2	0.77	5	10
1	10.1	30.5	37.55
2	7.19	31.5	32.3
2	4.41	16	25.41
2	0.77	5	5.8
1	1.4	8.5	11.15
1	7.1	25.5	34.85
1	0	18.2	19
2	0.75	5.5	6.3
2	1.83	8	8.8
2	1.16	7	7.8
2	3.88	21	29.46
1	1.1	7.5	8.3
1	3	17	22
2	1.12	6.5	7.3
2	1.53	10	10.8
2	2.16	10.5	11.3
2	10.13	31.5	32.3
1	5.1	16.5	22.45
2	1.25	8.5	9.3
2	1.35	8	10.56
2	6.86	26.5	36.06
2	1.24	10	10.8
2	4.51	23	28.56
2	2.9	14	18.5
2	3.02	13	13.8
2	4.54	20	21.3
2	1.02	6	6.8
2	0.69	8	8.8
2	2.02	24.5	25.3
1	1.5	10	10.8
1	3.3	16.5	17.3
2	1.27	7.5	8.3
2	2.47	12	17.8
2	0	2.5	3.3
2	3.2	14.5	15.3
2	0.6	4.5	5.3
2	0.71	5	5.8
2	4.34	19	19.8
1	0.8	5	7.8
1	2	9.5	10.3
2	1.11	7.5	10.38
2	1.19	6.5	7.3
1	0.5	4	4.8
2	3.97	17	17.8
2	1.35	7.5	9.8
2	2.68	16	22.48
1	1	7.5	10.3
2	1.52	9	9.8
2	3.07	15.5	17.8
2	2.36	12.5	13.3
2	19.38	75.5	82.85
2	1.02	6.5	7.3
2	1.59	8	8.8
2	0.24	3	3.8
2	3.17	12	12.3
2	1.65	11	14.16
2	5.85	20.5	30.06
2	5.97	19	19.8
2	6.25	23.5	32.46
2	3.49	20.5	21.3
2	1.52	11	14.16
2	1.78	8.5	10.3
2	0.95	5.5	7.56
2	0.79	8	8.8
2	1.24	6.5	7.3
2	0.59	5	7.8
2	0.91	6	6.8
2	0	-3	-4.56
2	0	3	4.56
1	0	24.2	25
2	7.09	22	22.3
2	1.5	8	11.55
2	3.57	16.5	22.05
2	1.6	8.5	9.3
2	1.41	7	7.8
2	2.58	16	16.8
2	12.75	43.5	50.85
2	1.25	7	13.19
2	1.39	9	9.8
2	2.32	11	17.46
2	2.62	11.5	12.3
2	5.82	20.5	21.3
2	2.17	13	13.8
2	2.74	13.5	14.3
2	1.1	7	7.8
1	3.9	16.5	20.75
2	2.43	10.5	11.3
1	2.8	15.5	16.3
2	0.49	4.5	5.3
2	1.07	5.5	9.3
2	4.07	16.5	17.3
2	1.47	8	8.8
2	3.53	13.5	17.16
2	0.62	5	5.8
2	1.67	10	10.8
2	1.79	9.5	12.3
2	6.92	28.5	32.05
2	2.15	10.5	17.56
2	1.18	5.5	6.3
2	1.52	8.5	11.16
2	4.47	15.5	16.3
1	6.6	24.5	36.45
2	3.64	18	22.56
2	9.59	31.5	41.35
2	1.39	9	9.8
2	2.89	13	13.8
2	1.2	7	7.8
2	0.58	5.5	6.3
2	1.49	7.5	8.3
2	2.13	11.5	12.3
2	7.7	28.5	38.46
2	1.63	8	8.8
2	3.68	17.5	18.3
2	0.31	3.5	4.3
2	3.54	17.5	18.3
2	2.99	11	11.8
2	0.48	5.5	6.3
2	1.47	9.5	12.36
1	1.5	7	10.1
2	1.54	8	10.56
1	7.3	25.5	26.3
2	2.68	14	14.8
2	19.38	52	71.22
2	22.24	60	67.35
2	1.34	6.5	7.3
2	8.74	50.5	51.3
1	0.7	5	7.8
1	1.9	10.5	11.3
2	1.83	10	10.8
2	1.44	8.5	9.3
2	20.83	60.5	67.85
2	0.66	5.5	6.3
2	4.56	20.5	28.86
2	2.76	14.5	21.66
2	0.66	5	5.8
2	3.01	16	24.44
1	1.1	8	8.8
2	2.22	12	15.36
2	6.39	26	26.8
2	2.05	9	12.74
1	1	7	9.75
2	2.38	13	19.86
2	11.93	38	70.35
2	33.26	94	164.1
2	2.47	12.5	16.05
2	1.7	9.5	12.36
2	15.09	42	48.92
1	1.4	6.5	7.3
2	0.53	4	5.6
2	1.24	7	10.14
2	2.09	11.5	18.06
2	5.35	29.5	30.3
2	1.87	12.5	15.96
2	1.67	9	9.8
2	1.49	8	8.8
2	1.24	9	9.8
2	2.7	11	11.8
2	2.82	14.5	15.3
2	1.67	9.5	12.36
2	11.29	36	43.35
1	2.5	13.5	14.3
2	0.79	5	5.8
2	1.64	8.5	12.3
2	2.25	12	15.36
2	5.13	20.5	26.62
2	1.04	6.5	7.3
2	5.05	17	20.55
2	1.5	7.5	9.96
2	2.72	12.5	15.96
1	4.4	20	24.95
1	1.1	2.5	3.3
1	1.1	2.5	3.3
1	0	13.2	14
2	2.81	14.5	15.3
2	1.48	8	13.28
2	0.87	6.5	12.3
2	0.35	3.5	5.16
2	0.55	4.5	5.3
1	1.6	9.5	10.3
2	4.31	25.5	26.3
2	1.29	6.5	7.3
2	1.07	6	6.8
2	2.63	10	10.8
2	5.37	17.5	27.37
2	5.12	18.5	22.05
2	3.26	15.5	19.56
2	0.63	5.5	7.88
2	3.42	17	20.55
2	3.34	15.5	16.3
2	3.79	14.5	18.36
2	5.39	19.5	20.3
2	4.07	17.5	25.26
2	2	11.5	12.3
2	2.16	11	11.8
2	0.91	7.5	8.3
2	0.43	4.5	5.3
2	1.02	6.5	7.3
2	2.51	11.5	19.05
2	1.46	9.5	11.3
2	2.19	11	11.8
1	3.2	14.5	15.3
2	1.08	6	8.84
2	1.1	7.5	8.3
2	2.07	11.5	14.76
2	4.41	19	23.76
2	2.31	16	16.8
2	11.28	42.5	43.3
2	4.94	16.5	17.3
2	3.84	13.5	18.59
2	33.42	93	100.35
2	3.31	15.5	22.86
2	1.07	7.5	8.3
1	9.3	30.5	35.05
2	15.98	74.5	81.85
2	3.52	15.5	19.56
2	6.83	24	27.55
2	8.54	29.5	39.66
2	1.01	6	8.5
2	2.8	12	12.8
2	1.48	9	9.8
2	1.48	7.5	10.79
2	0.94	5	6.8
1	24.5	73	153.3
2	2.72	12	15.36
2	1.06	7.5	8.3
2	4.5	19.5	20.3
2	3.14	15	22.55
2	2.21	10.5	12.3
2	1.56	10	12.96
1	1.3	6	8.8
1	1.6	9	12.7
2	3.47	13.5	20.46
2	9.29	37	40.55
2	0.58	4	4.8
2	1.89	10	10.8
2	3.44	16	20.55
2	3.69	17.5	22.88
2	14.82	76	76.8
2	15.97	73.5	74.3
1	1.6	11	11.8
2	1.12	8	10.56
2	2.46	12.5	15.96
2	6.48	46	46.8
2	0.91	5	7.25
2	2.77	15.5	16.3
1	2.2	15	15.8
2	1.55	8.5	9.3
2	2.41	13.5	14.3
2	2.72	15.5	19.05
2	4.75	22.5	23.3
2	7.18	34	34.8
2	5.82	23	23.8
2	18.55	75	82.35
2	1.4	7	13.19
2	5.45	21	29.46
1	2.4	11	18.15
1	1.2	7.5	12.16
1	9.1	26.5	37.85
2	1.4	10	17.61
2	3.7	21.5	25.05
1	2.4	14.5	15.3
2	26.78	76.5	79.75
2	3.03	12.5	16.05
2	1.75	8.5	12.3
2	1.3	8.5	9.3
2	0.7	5	8.55
2	2.16	10	16.26
2	12.13	40.5	41.3
2	2.08	9.5	12.88
2	1.2	7	10.14
2	1.01	6.5	7.3
1	0.4	5	5.8
2	1.45	7.5	8.3
2	1.63	11.5	15.38
2	2.47	13	16.55
2	2.66	13	19.86
2	2.15	9.5	10.3
2	2.22	10.5	16.86
2	1.6	13	15.96
2	5.51	31	33
2	2.37	14	17.55
1	0.8	5	5.8
2	13.05	55	62.35
2	2.21	11.5	18.06
2	2.81	11.5	12.3
2	4.37	20	20.3
2	4.29	17.5	21.05
2	6.19	61	61.8
2	1.62	9.5	10.3
2	18.39	69	76.35
2	3.09	14	17.55
2	2.2	9.5	10.3
2	1.59	10	10.8
2	2.39	12	15.36
2	3.18	14	14.8
2	2.6	12.5	13.3
1	0.6	5.5	9.3
2	2.88	13	16.55
2	3.32	14	20.18
2	2.93	13.5	14.3
1	1.7	9	11.75
2	0	-1	-1.8
2	0	1	1.8
2	6.83	28	29.8
2	5.46	20	29.46
1	3.1	16.5	21.05
2	1.64	8	9.8
2	1.62	8.5	11.8
2	1.89	9	12.96
2	4.67	16.5	25.26
2	1.3	7	10.56
2	8.64	33.5	35.3
1	2.4	10.5	15.95
2	16.27	52	60.35
2	1.72	8.5	10.3
2	1.17	7.5	9.3
2	1.53	9	14.8
2	6.68	25.5	27.3
1	1.2	8	9.8
2	0.72	6.5	8.3
2	1.96	13	14.8
2	1.75	8.5	11.8
2	2.76	11	15.36
2	1.93	11.5	13.31
2	7.4	25.5	33.85
2	2.37	10.5	12.3
2	10.88	32.5	41.16
2	3.26	16	17.8
2	0	10	10.3
2	14.05	47.5	55.85
2	2.28	10.5	18.06
2	13.4	49	50.8
2	1.72	8	10.8
1	1.3	8.5	12.35
1	0.7	7.5	12.05
2	0.66	5.5	8.76
2	0.88	6	7.8
2	0.78	5.5	8.76
2	2.36	13	14.8
2	1.43	8	9.8
2	1.77	10.5	14.76
2	1.01	6.5	8.3
2	0.93	6	7.8
2	0.24	3.5	5.3
2	4.3	16	20
1	0	10.2	11
2	20.34	60	61.8
2	2.34	10.5	15.99
2	5.19	17.5	19.3
2	2.16	11.5	15.96
2	0.52	4.5	6.3
2	3.32	15.5	20.05
2	1.49	9	12.96
2	6.27	27.5	35.16
1	2.6	11.5	19.25
2	2.73	11.5	13.3
1	0	30.2	31
2	4.43	18.5	25.38
2	0.8	6	7.8
2	0.85	6.5	9.3
2	7.88	25.5	27.3
